Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature List
------------------------------

nFeatures = 300

feature | (x,y)=val
--------+-----------------
      0 | ( 33,209)=32439 
      1 | (100,230)=27687 
      2 | ( 67,251)=24885 
      3 | (183, 32)=24543 
      4 | ( 83,218)=22985 
      5 | ( 36,117)=18122 
      6 | (188,244)=17810 
      7 | ( 42,185)=17662 
      8 | (193, 43)=17200 
      9 | (164,242)=16306 
     10 | ( 37,171)=15987 
     11 | (174,240)=14852 
     12 | ( 34,244)=14786 
     13 | ( 58,177)=13910 
     14 | ( 47,172)=13823 
     15 | ( 24,143)=13629 
     16 | ( 73,220)=12028 
     17 | ( 55,203)=11706 
     18 | ( 77,248)=11626 
     19 | (151,250)=10965 
     20 | ( 35,195)=10794 
     21 | ( 66, 53)=10665 
     22 | ( 31,128)=10141 
     23 | (169,262)=10017 
     24 | ( 99,242)= 9875 
     25 | (154,261)= 9778 
     26 | ( 90,261)= 9739 
     27 | ( 27,175)= 9688 
     28 | (147,230)= 9543 
     29 | (115,235)= 9356 
     30 | ( 42,254)= 9335 
     31 | ( 37,160)= 9307 
     32 | ( 24,230)= 9147 
     33 | ( 63,228)= 9097 
     34 | (110,253)= 8633 
     35 | ( 50,231)= 8241 
     36 | ( 89,239)= 7869 
     37 | (134,223)= 7840 
     38 | (169,185)= 7240 
     39 | ( 46,217)= 7183 
     40 | (129,263)= 6917 
     41 | ( 39, 41)= 6855 
     42 | ( 65,187)= 6733 
     43 | ( 89,251)= 6632 
     44 | (154,240)= 6484 
     45 | (130,239)= 6266 
     46 | ( 44, 27)= 6263 
     47 | ( 54,252)= 6110 
     48 | (241,258)= 5826 
     49 | ( 54,132)= 5760 
     50 | (173, 25)= 5727 
     51 | (114,215)= 5596 
     52 | (114,225)= 5416 
     53 | (147,175)= 5383 
     54 | (184,263)= 5170 
     55 | ( 85, 57)= 5156 
     56 | (116,191)= 5149 
     57 | (167,200)= 5109 
     58 | ( 56,213)= 5096 
     59 | ( 78,238)= 5059 
     60 | ( 39, 82)= 5017 
     61 | ( 61,241)= 5010 
     62 | (173,252)= 4979 
     63 | (183, 42)= 4929 
     64 | ( 62,167)= 4879 
     65 | ( 51, 78)= 4832 
     66 | ( 65,203)= 4831 
     67 | (194,203)= 4782 
     68 | ( 45,200)= 4737 
     69 | ( 36,219)= 4547 
     70 | (100,263)= 4482 
     71 | (130,249)= 4306 
     72 | ( 96,209)= 4225 
     73 | (141,258)= 4102 
     74 | ( 34, 31)= 3902 
     75 | ( 96,187)= 3805 
     76 | ( 81,183)= 3792 
     77 | ( 79,258)= 3778 
     78 | ( 52,187)= 3719 
     79 | ( 40,234)= 3592 
     80 | ( 81,203)= 3443 
     81 | (204, 44)= 3407 
     82 | (140,240)= 3402 
     83 | (137,174)= 3354 
     84 | (161,228)= 3283 
     85 | ( 59, 24)= 3242 
     86 | ( 29, 41)= 3237 
     87 | (137,195)= 3205 
     88 | ( 62,116)= 3195 
     89 | (227,262)= 3166 
     90 | (119,263)= 3140 
     91 | ( 64,136)= 3129 
     92 | ( 53,144)= 3023 
     93 | (157,198)= 3004 
     94 | ( 64,126)= 2624 
     95 | (100,253)= 2594 
     96 | (120,245)= 2573 
     97 | ( 68,177)= 2571 
     98 | ( 43,106)= 2275 
     99 | (194, 53)= 2194 
    100 | ( 24,153)= 2132 
    101 | ( 76, 47)= 2054 
    102 | ( 94,220)= 1952 
    103 | ( 63, 82)= 1950 
    104 | ( 30, 51)= 1908 
    105 | ( 47,156)= 1881 
    106 | (326, 75)= 1789 
    107 | ( 66,261)= 1718 
    108 | (157,178)= 1710 
    109 | (124,225)= 1677 
    110 | ( 32,185)= 1604 
    111 | (157, 53)= 1567 
    112 | (171,230)= 1561 
    113 | (181,195)= 1553 
    114 | ( 74,115)= 1534 
    115 | ( 29,107)= 1486 
    116 | (189,234)= 1475 
    117 | (147, 41)= 1471 
    118 | ( 64,148)= 1409 
    119 | (105, 70)= 1388 
    120 | ( 61,106)= 1287 
    121 | ( 24,199)= 1287 
    122 | (199,243)= 1272 
    123 | ( 43, 93)= 1244 
    124 | (198,224)= 1120 
    125 | ( 54,263)= 1118 
    126 | ( 26,220)= 1083 
    127 | ( 95, 75)= 1070 
    128 | ( 24,118)= 1053 
    129 | (132, 60)= 1026 
    130 | ( 41, 72)=  951 
    131 | (106,189)=  940 
    132 | (104,220)=  921 
    133 | (137,211)=  901 
    134 | (213,263)=  875 
    135 | (347,184)=  838 
    136 | (117, 51)=  816 
    137 | (286,121)=  769 
    138 | (193,180)=  742 
    139 | ( 71,104)=  738 
    140 | (127,188)=  737 
    141 | ( 92,144)=  735 
    142 | (321,122)=  729 
    143 | ( 49, 37)=  712 
    144 | ( 59, 93)=  700 
    145 | ( 50,241)=  684 
    146 | (126,152)=  678 
    147 | (299, 32)=  674 
    148 | (212,215)=  670 
    149 | (256, 62)=  668 
    150 | (282,205)=  632 
    151 | (131,139)=  629 
    152 | (222, 74)=  629 
    153 | (336,237)=  601 
    154 | (171,175)=  587 
    155 | ( 75, 77)=  580 
    156 | ( 32,254)=  579 
    157 | (122, 61)=  569 
    158 | (157, 33)=  545 
    159 | (277,181)=  533 
    160 | ( 81, 67)=  528 
    161 | ( 79,168)=  518 
    162 | ( 51, 66)=  514 
    163 | (295, 72)=  510 
    164 | (165, 98)=  509 
    165 | ( 80,193)=  498 
    166 | ( 34,141)=  497 
    167 | (182,185)=  493 
    168 | (116,145)=  489 
    169 | (250, 79)=  488 
    170 | (238, 99)=  487 
    171 | (331,123)=  487 
    172 | ( 25, 61)=  485 
    173 | (289,193)=  483 
    174 | (206, 54)=  479 
    175 | (310,188)=  472 
    176 | (259,208)=  465 
    177 | ( 63, 64)=  443 
    178 | (313,210)=  430 
    179 | (203,258)=  430 
    180 | ( 77,158)=  429 
    181 | (337,186)=  411 
    182 | (170, 70)=  397 
    183 | (335,147)=  395 
    184 | ( 52,121)=  389 
    185 | (229,209)=  388 
    186 | ( 74,125)=  385 
    187 | ( 74,143)=  377 
    188 | (119,115)=  375 
    189 | (300,187)=  373 
    190 | (209, 34)=  369 
    191 | (210,178)=  368 
    192 | (159,188)=  366 
    193 | (138,153)=  366 
    194 | (217,188)=  365 
    195 | (224,159)=  361 
    196 | (312,156)=  360 
    197 | ( 94,170)=  356 
    198 | (251,169)=  355 
    199 | (178,120)=  348 
    200 | (223,143)=  345 
    201 | (333,209)=  344 
    202 | (263,243)=  343 
    203 | (272,206)=  337 
    204 | (305,243)=  335 
    205 | ( 24,240)=  325 
    206 | ( 33, 97)=  322 
    207 | (323,183)=  319 
    208 | ( 24, 31)=  313 
    209 | (323,211)=  311 
    210 | (128,126)=  310 
    211 | (221,242)=  309 
    212 | (258,130)=  305 
    213 | (250,116)=  303 
    214 | (156, 69)=  301 
    215 | (227,107)=  299 
    216 | (313,220)=  294 
    217 | (341,120)=  294 
    218 | (296,129)=  293 
    219 | (211,120)=  293 
    220 | (155,123)=  290 
    221 | (196,166)=  290 
    222 | (126,164)=  290 
    223 | (313,112)=  287 
    224 | (181, 68)=  287 
    225 | (150, 86)=  287 
    226 | (252, 99)=  285 
    227 | (269,165)=  283 
    228 | (151,154)=  280 
    229 | (303,214)=  280 
    230 | (266,179)=  280 
    231 | (115,135)=  279 
    232 | (242,148)=  276 
    233 | (283,111)=  272 
    234 | (270,230)=  272 
    235 | (203, 65)=  269 
    236 | ( 73, 87)=  267 
    237 | (241,195)=  261 
    238 | (241,171)=  259 
    239 | (254,194)=  258 
    240 | (167,139)=  256 
    241 | ( 81,104)=  254 
    242 | (145,123)=  254 
    243 | (186,169)=  253 
    244 | (106,166)=  252 
    245 | (193,148)=  252 
    246 | (137,164)=  251 
    247 | ( 99,116)=  248 
    248 | (287,183)=  246 
    249 | (334,247)=  243 
    250 | (306,261)=  242 
    251 | (232, 53)=  241 
    252 | (188,129)=  241 
    253 | (248,206)=  240 
    254 | (137,184)=  239 
    255 | (325,141)=  239 
    256 | (273, 45)=  238 
    257 | (292,168)=  235 
    258 | (292,158)=  232 
    259 | ( 29, 85)=  232 
    260 | (284,243)=  232 
    261 | (229, 64)=  231 
    262 | (144,112)=  230 
    263 | (180, 78)=  230 
    264 | (208, 76)=  230 
    265 | (179,139)=  225 
    266 | (266,196)=  225 
    267 | (339, 80)=  224 
    268 | (115, 26)=  224 
    269 | (147,189)=  224 
    270 | (113,205)=  224 
    271 | (225, 91)=  222 
    272 | (171,108)=  221 
    273 | (226,232)=  220 
    274 | (267,120)=  220 
    275 | (303, 62)=  219 
    276 | (209,244)=  217 
    277 | (238,228)=  216 
    278 | (184, 58)=  215 
    279 | (292,261)=  210 
    280 | (282,215)=  210 
    281 | (179, 91)=  208 
